1 , 0 , 6 , 10798779.629000
1 , 1 , 6 , 15035281.837000
1 , 2 , 6 , 19354755.900000
1 , 3 , 6 , 11143735.331000
1 , 4 , 6 , 11687190.057000
1 , 5 , 6 , 18289084.519000
1 , 6 , 6 , 11910832.945000
8 , 0 , 6 , 11819659.114000
8 , 1 , 6 , 9366243.148000
8 , 2 , 6 , 10178521.280000
8 , 3 , 6 , 13395868.276000
8 , 4 , 6 , 9436708.302000
8 , 5 , 6 , 9450124.835000
8 , 6 , 6 , 21527635.324000
16 , 0 , 6 , 10425823.529000
16 , 1 , 6 , 11285038.420000
16 , 2 , 6 , 9253649.563000
16 , 3 , 6 , 10640119.313000
16 , 4 , 6 , 12599857.082000
16 , 5 , 6 , 9400738.234000
16 , 6 , 6 , 13422740.417000
32 , 0 , 6 , 15826872.458000
32 , 1 , 6 , 12652767.980000
32 , 2 , 6 , 9501985.135000
32 , 3 , 6 , 12954359.226000
32 , 4 , 6 , 9024156.936000
32 , 5 , 6 , 9226792.909000
32 , 6 , 6 , 15661269.976000
64 , 0 , 6 , 9262979.200000
64 , 1 , 6 , 12660452.853000
64 , 2 , 6 , 9163265.922000
64 , 3 , 6 , 9193002.662000
64 , 4 , 6 , 11693179.292000
64 , 5 , 6 , 9847817.257000
64 , 6 , 6 , 14886428.816000
128 , 0 , 6 , 10570807.371000
128 , 1 , 6 , 8643044.052000
128 , 2 , 6 , 9054732.383000
128 , 3 , 6 , 9113522.461000
128 , 4 , 6 , 9779629.164000
128 , 5 , 6 , 9661089.008000
128 , 6 , 6 , 10832383.244000
1 , 0 , 6 , 18058227.986000
1 , 1 , 6 , 10897161.661000
1 , 2 , 6 , 10992922.528000
1 , 3 , 6 , 11066337.986000
1 , 4 , 6 , 14052545.499000
1 , 5 , 6 , 11412590.388000
1 , 6 , 6 , 11636756.319000
8 , 0 , 6 , 9408054.239000
8 , 1 , 6 , 9362367.942000
8 , 2 , 6 , 9700076.263000
8 , 3 , 6 , 9450366.520000
8 , 4 , 6 , 9528769.244000
8 , 5 , 6 , 9696981.020000
8 , 6 , 6 , 12351164.858000
16 , 0 , 6 , 9253695.738000
16 , 1 , 6 , 9044636.900000
16 , 2 , 6 , 10136366.555000
16 , 3 , 6 , 10405282.700000
16 , 4 , 6 , 9157125.747000
16 , 5 , 6 , 9506267.219000
16 , 6 , 6 , 9922671.947000
32 , 0 , 6 , 12505075.014000
32 , 1 , 6 , 8837357.679000
32 , 2 , 6 , 13531330.932000
32 , 3 , 6 , 9291447.163000
32 , 4 , 6 , 9275540.924000
32 , 5 , 6 , 9014639.723000
32 , 6 , 6 , 9448374.185000
64 , 0 , 6 , 13188422.058000
64 , 1 , 6 , 9549775.170000
64 , 2 , 6 , 9257030.600000
64 , 3 , 6 , 14073136.517000
64 , 4 , 6 , 9010032.247000
64 , 5 , 6 , 13764016.068000
64 , 6 , 6 , 11225421.373000
128 , 0 , 6 , 9813120.328000
128 , 1 , 6 , 14237044.139000
128 , 2 , 6 , 9434149.844000
128 , 3 , 6 , 11216060.663000
128 , 4 , 6 , 10035317.806000
128 , 5 , 6 , 9438267.427000
128 , 6 , 6 , 10434949.677000
1 , 0 , 6 , 11326758.172000
1 , 1 , 6 , 10743752.716000
1 , 2 , 6 , 11421022.447000
1 , 3 , 6 , 11132011.878000
1 , 4 , 6 , 11247289.060000
1 , 5 , 6 , 11256664.500000
1 , 6 , 6 , 11787540.420000
8 , 0 , 6 , 10624234.985000
8 , 1 , 6 , 9690790.717000
8 , 2 , 6 , 9442518.070000
8 , 3 , 6 , 10014831.303000
8 , 4 , 6 , 9569202.520000
8 , 5 , 6 , 9624489.326000
8 , 6 , 6 , 12865302.068000
16 , 0 , 6 , 11128289.642000
16 , 1 , 6 , 10648361.237000
16 , 2 , 6 , 11809921.874000
16 , 3 , 6 , 10706275.934000
16 , 4 , 6 , 9426447.587000
16 , 5 , 6 , 9389120.345000
16 , 6 , 6 , 10165381.336000
32 , 0 , 6 , 11747204.916000
32 , 1 , 6 , 10320998.958000
32 , 2 , 6 , 10739038.511000
32 , 3 , 6 , 8890859.243000
32 , 4 , 6 , 10427392.185000
32 , 5 , 6 , 10324201.937000
32 , 6 , 6 , 9933977.950000
64 , 0 , 6 , 9087949.837000
64 , 1 , 6 , 9585194.859000
64 , 2 , 6 , 11933946.296000
64 , 3 , 6 , 9525031.933000
64 , 4 , 6 , 9084214.094000
64 , 5 , 6 , 10580347.091000
64 , 6 , 6 , 10729846.816000
128 , 0 , 6 , 10350637.792000
128 , 1 , 6 , 11100069.357000
128 , 2 , 6 , 10521988.338000
128 , 3 , 6 , 11030461.389000
128 , 4 , 6 , 9018508.803000
128 , 5 , 6 , 10252831.218000
128 , 6 , 6 , 9629289.732000
1 , 0 , 6 , 10676869.476000
1 , 1 , 6 , 10893731.572000
1 , 2 , 6 , 15300206.778000
1 , 3 , 6 , 11131877.674000
1 , 4 , 6 , 11237627.297000
1 , 5 , 6 , 11347930.860000
1 , 6 , 6 , 11796993.448000
8 , 0 , 6 , 9601402.710000
8 , 1 , 6 , 11016230.766000
8 , 2 , 6 , 11840738.842000
8 , 3 , 6 , 9389896.703000
8 , 4 , 6 , 9480198.821000
8 , 5 , 6 , 12759425.299000
8 , 6 , 6 , 10255825.590000
16 , 0 , 6 , 9711864.367000
16 , 1 , 6 , 9054720.380000
16 , 2 , 6 , 9129567.269000
16 , 3 , 6 , 9192174.536000
16 , 4 , 6 , 9152038.842000
16 , 5 , 6 , 13158543.314000
16 , 6 , 6 , 11629783.319000
32 , 0 , 6 , 10227266.107000
32 , 1 , 6 , 8770978.277000
32 , 2 , 6 , 9177415.726000
32 , 3 , 6 , 9962106.563000
32 , 4 , 6 , 9042208.358000
32 , 5 , 6 , 9215580.076000
32 , 6 , 6 , 11779020.455000
64 , 0 , 6 , 10136710.435000
64 , 1 , 6 , 8689022.316000
64 , 2 , 6 , 9092255.209000
64 , 3 , 6 , 9095033.621000
64 , 4 , 6 , 9250708.650000
64 , 5 , 6 , 10527928.456000
64 , 6 , 6 , 10438354.820000
128 , 0 , 6 , 8883395.806000
128 , 1 , 6 , 10325234.245000
128 , 2 , 6 , 8785867.314000
128 , 3 , 6 , 11345580.517000
128 , 4 , 6 , 8853838.221000
128 , 5 , 6 , 9373140.064000
128 , 6 , 6 , 10271431.689000
1 , 0 , 6 , 10785982.551000
1 , 1 , 6 , 10957141.328000
1 , 2 , 6 , 11019296.582000
1 , 3 , 6 , 10824672.596000
1 , 4 , 6 , 11244512.267000
1 , 5 , 6 , 11331093.971000
1 , 6 , 6 , 11362788.962000
8 , 0 , 6 , 9304226.017000
8 , 1 , 6 , 9301579.168000
8 , 2 , 6 , 9308628.987000
8 , 3 , 6 , 9532242.651000
8 , 4 , 6 , 15213361.982000
8 , 5 , 6 , 9695813.391000
8 , 6 , 6 , 9950630.850000
16 , 0 , 6 , 9287951.872000
16 , 1 , 6 , 9004622.847000
16 , 2 , 6 , 9325808.557000
16 , 3 , 6 , 9352741.997000
16 , 4 , 6 , 9614304.650000
16 , 5 , 6 , 9595162.967000
16 , 6 , 6 , 9917895.060000
32 , 0 , 6 , 9894198.317000
32 , 1 , 6 , 8763074.146000
32 , 2 , 6 , 12351108.984000
32 , 3 , 6 , 9186577.072000
32 , 4 , 6 , 9837713.564000
32 , 5 , 6 , 9017797.787000
32 , 6 , 6 , 9993525.824000
64 , 0 , 6 , 10701016.911000
64 , 1 , 6 , 9743374.681000
64 , 2 , 6 , 8676279.191000
64 , 3 , 6 , 10656489.763000
64 , 4 , 6 , 9459865.622000
64 , 5 , 6 , 10592505.584000
64 , 6 , 6 , 9468102.852000
128 , 0 , 6 , 8628897.297000
128 , 1 , 6 , 9353420.986000
128 , 2 , 6 , 10110159.132000
128 , 3 , 6 , 9663708.397000
128 , 4 , 6 , 8839800.831000
128 , 5 , 6 , 10364724.763000
128 , 6 , 6 , 12785857.669000
1 , 0 , 6 , 10808533.091000
1 , 1 , 6 , 11893623.774000
1 , 2 , 6 , 10973096.629000
1 , 3 , 6 , 11165947.611000
1 , 4 , 6 , 11278794.432000
1 , 5 , 6 , 11303201.973000
1 , 6 , 6 , 11759517.326000
8 , 0 , 6 , 9398598.196000
8 , 1 , 6 , 14978933.928000
8 , 2 , 6 , 9385891.470000
8 , 3 , 6 , 9394069.757000
8 , 4 , 6 , 9612429.665000
8 , 5 , 6 , 9534240.380000
8 , 6 , 6 , 10196154.647000
16 , 0 , 6 , 9021282.985000
16 , 1 , 6 , 9050532.984000
16 , 2 , 6 , 9273576.922000
16 , 3 , 6 , 10359392.331000
16 , 4 , 6 , 9281933.227000
16 , 5 , 6 , 9347462.344000
16 , 6 , 6 , 9951517.226000
32 , 0 , 6 , 9683800.824000
32 , 1 , 6 , 8935370.644000
32 , 2 , 6 , 9272990.412000
32 , 3 , 6 , 10259984.658000
32 , 4 , 6 , 10086244.628000
32 , 5 , 6 , 10071610.971000
32 , 6 , 6 , 10856739.989000
64 , 0 , 6 , 9310542.346000
64 , 1 , 6 , 10156956.468000
64 , 2 , 6 , 8674068.853000
64 , 3 , 6 , 8832112.646000
64 , 4 , 6 , 15384699.648000
64 , 5 , 6 , 9092985.097000
64 , 6 , 6 , 10382930.711000
128 , 0 , 6 , 9117909.919000
128 , 1 , 6 , 9599292.956000
128 , 2 , 6 , 13253478.100000
128 , 3 , 6 , 15347422.785000
128 , 4 , 6 , 9029384.161000
128 , 5 , 6 , 9842750.654000
128 , 6 , 6 , 9427875.086000
1 , 0 , 6 , 15960566.277000
1 , 1 , 6 , 11224776.130000
1 , 2 , 6 , 10994900.926000
1 , 3 , 6 , 11087392.438000
1 , 4 , 6 , 16068169.787000
1 , 5 , 6 , 11342615.717000
1 , 6 , 6 , 11774305.731000
8 , 0 , 6 , 9667672.946000
8 , 1 , 6 , 9474098.762000
8 , 2 , 6 , 9469889.208000
8 , 3 , 6 , 9463111.985000
8 , 4 , 6 , 10734783.210000
8 , 5 , 6 , 9480103.890000
8 , 6 , 6 , 9988128.680000
16 , 0 , 6 , 10727731.207000
16 , 1 , 6 , 9043739.288000
16 , 2 , 6 , 9064009.206000
16 , 3 , 6 , 9181520.108000
16 , 4 , 6 , 11322265.453000
16 , 5 , 6 , 10288096.601000
16 , 6 , 6 , 9869852.799000
32 , 0 , 6 , 10177350.411000
32 , 1 , 6 , 8915874.814000
32 , 2 , 6 , 13966712.592000
32 , 3 , 6 , 10060968.722000
32 , 4 , 6 , 9033590.917000
32 , 5 , 6 , 9206582.922000
32 , 6 , 6 , 9745148.416000
64 , 0 , 6 , 11047875.753000
64 , 1 , 6 , 9155141.729000
64 , 2 , 6 , 9644442.883000
64 , 3 , 6 , 9995155.204000
64 , 4 , 6 , 9461349.228000
64 , 5 , 6 , 9386550.510000
64 , 6 , 6 , 9523823.291000
128 , 0 , 6 , 9272687.341000
128 , 1 , 6 , 9891006.655000
128 , 2 , 6 , 14076433.570000
128 , 3 , 6 , 10760829.955000
128 , 4 , 6 , 10427389.722000
128 , 5 , 6 , 12123402.189000
128 , 6 , 6 , 10770814.123000
1 , 0 , 6 , 11072683.697000
1 , 1 , 6 , 12462859.560000
1 , 2 , 6 , 10984163.021000
1 , 3 , 6 , 11088451.072000
1 , 4 , 6 , 11378498.366000
1 , 5 , 6 , 10941777.895000
1 , 6 , 6 , 11827667.555000
8 , 0 , 6 , 9138580.717000
8 , 1 , 6 , 9257554.223000
8 , 2 , 6 , 9264956.819000
8 , 3 , 6 , 11890861.856000
8 , 4 , 6 , 10653579.202000
8 , 5 , 6 , 13354395.923000
8 , 6 , 6 , 12497812.351000
16 , 0 , 6 , 9240957.645000
16 , 1 , 6 , 10828681.660000
16 , 2 , 6 , 9436096.555000
16 , 3 , 6 , 12878347.769000
16 , 4 , 6 , 12469020.960000
16 , 5 , 6 , 9634132.291000
16 , 6 , 6 , 10011346.403000
32 , 0 , 6 , 10361588.030000
32 , 1 , 6 , 8989252.735000
32 , 2 , 6 , 9166782.858000
32 , 3 , 6 , 9890983.055000
32 , 4 , 6 , 9136436.584000
32 , 5 , 6 , 9336752.304000
32 , 6 , 6 , 9774940.180000
64 , 0 , 6 , 8556578.677000
64 , 1 , 6 , 8894220.261000
64 , 2 , 6 , 11306039.222000
64 , 3 , 6 , 8883878.560000
64 , 4 , 6 , 9662558.123000
64 , 5 , 6 , 14262158.900000
64 , 6 , 6 , 11059956.908000
128 , 0 , 6 , 12335498.272000
128 , 1 , 6 , 9426854.117000
128 , 2 , 6 , 13342016.392000
128 , 3 , 6 , 13747113.346000
128 , 4 , 6 , 9006829.119000
128 , 5 , 6 , 9398242.571000
128 , 6 , 6 , 9664598.900000
1 , 0 , 6 , 10768480.253000
1 , 1 , 6 , 10961880.504000
1 , 2 , 6 , 11048695.209000
1 , 3 , 6 , 11160564.513000
1 , 4 , 6 , 11218389.280000
1 , 5 , 6 , 11369893.640000
1 , 6 , 6 , 11573627.031000
8 , 0 , 6 , 9618640.421000
8 , 1 , 6 , 9496238.643000
8 , 2 , 6 , 9276112.495000
8 , 3 , 6 , 10453929.069000
8 , 4 , 6 , 9769418.807000
8 , 5 , 6 , 9570403.110000
8 , 6 , 6 , 10271496.848000
16 , 0 , 6 , 9392768.424000
16 , 1 , 6 , 9145827.459000
16 , 2 , 6 , 9976510.844000
16 , 3 , 6 , 9079715.103000
16 , 4 , 6 , 9118537.480000
16 , 5 , 6 , 11827839.710000
16 , 6 , 6 , 9901655.804000
32 , 0 , 6 , 12251417.429000
32 , 1 , 6 , 12378846.748000
32 , 2 , 6 , 9758767.595000
32 , 3 , 6 , 9427456.997000
32 , 4 , 6 , 12353068.769000
32 , 5 , 6 , 10251941.076000
32 , 6 , 6 , 9981736.026000
64 , 0 , 6 , 10926261.763000
64 , 1 , 6 , 9710802.409000
64 , 2 , 6 , 12355504.575000
64 , 3 , 6 , 13442322.381000
64 , 4 , 6 , 9152323.362000
64 , 5 , 6 , 9158784.051000
64 , 6 , 6 , 10450852.190000
128 , 0 , 6 , 12536808.804000
128 , 1 , 6 , 8801974.171000
128 , 2 , 6 , 8998790.385000
128 , 3 , 6 , 9287228.759000
128 , 4 , 6 , 10135613.420000
128 , 5 , 6 , 13036662.431000
128 , 6 , 6 , 10973826.476000
1 , 0 , 6 , 10875911.335000
1 , 1 , 6 , 15498870.915000
1 , 2 , 6 , 11671540.229000
1 , 3 , 6 , 11020929.473000
1 , 4 , 6 , 11208972.963000
1 , 5 , 6 , 11234772.841000
1 , 6 , 6 , 11857917.577000
8 , 0 , 6 , 10561627.133000
8 , 1 , 6 , 10271891.125000
8 , 2 , 6 , 9530220.113000
8 , 3 , 6 , 9315645.977000
8 , 4 , 6 , 9651924.970000
8 , 5 , 6 , 13157251.101000
8 , 6 , 6 , 10105354.969000
16 , 0 , 6 , 10279107.621000
16 , 1 , 6 , 10104961.560000
16 , 2 , 6 , 9250188.103000
16 , 3 , 6 , 9073985.695000
16 , 4 , 6 , 11246997.110000
16 , 5 , 6 , 10936192.494000
16 , 6 , 6 , 10894760.433000
32 , 0 , 6 , 10718416.387000
32 , 1 , 6 , 12059619.192000
32 , 2 , 6 , 8999151.124000
32 , 3 , 6 , 12243694.287000
32 , 4 , 6 , 8967432.953000
32 , 5 , 6 , 13407886.325000
32 , 6 , 6 , 10244256.859000
64 , 0 , 6 , 11928274.041000
64 , 1 , 6 , 12456520.775000
64 , 2 , 6 , 9207613.292000
64 , 3 , 6 , 12549559.632000
64 , 4 , 6 , 10159526.791000
64 , 5 , 6 , 15078944.534000
64 , 6 , 6 , 15227622.936000
128 , 0 , 6 , 9064202.379000
128 , 1 , 6 , 12405247.565000
128 , 2 , 6 , 9139453.487000
128 , 3 , 6 , 12882096.483000
128 , 4 , 6 , 12120905.180000
128 , 5 , 6 , 9342216.456000
128 , 6 , 6 , 10008607.239000
